ID,Japanese,English,Chinese,EnglishCensored,Korean,German
688,,Info Chiave Oggetto 88,貴重品88的說明,,소중한 것 88의 설명,Info zum Schlüsselitem 88
689,,Informazioni Oggetto Chiave 89,貴重品89的說明,,소중한 것 89의 설명,Info zum Schlüsselitem 89
690,,Informazioni Oggetto Chiave 90,貴重品90的說明,,소중한 것 90의 설명,Info zum Schlüsselitem 90
691,,Info Oggetto Chiave 91,貴重品91的說明,,소중한 것 91의 설명,Info zum Schlüsselitem 91
692,,Info Oggetto Chiave 92,貴重品92的說明,,소중한 것 92의 설명,Info zum Schlüsselitem 92
693,,Informazioni oggetto chiave 93,貴重品93的說明,,소중한 것 93의 설명,Info zum Schlüsselitem 93
694,,Informazioni Oggetto Chiave 94,貴重品94的說明,,소중한 것 94의 설명,Info zum Schlüsselitem 94
695,,Informazioni Chiave 95,貴重品95的說明,,소중한 것 95의 설명,Info zum Schlüsselitem 95
696,,Informazioni Oggetto Chiave 96,貴重品96的說明,,소중한 것 96의 설명,Info zum Schlüsselitem 96
697,,Info Oggetto Chiave 97,貴重品97的說明,,소중한 것 97의 설명,Info zum Schlüsselitem 97
698,,Info Chiave Oggetto 98,貴重品98的說明,,소중한 것 98의 설명,Info zum Schlüsselitem 98
699,,Informazioni Chiave Oggetto 99,貴重品99的說明,,소중한 것 99의 설명,Info zum Schlüsselitem 99
700,,"Dati avatar recuperati simili a
[p] da Kowloon.","和[p]相似的化身數據
從Kowloon中搶救出來的數據",,"[p]와(과) 닮은 아바타 데이터
쿠롱에서 인양했다.","Geborgene Avatar-Daten. Sie ähneln
[p] aus Kowloon."
701,,"Un plugin che espande notevolmente una
Isola Farm. /Utilizzabile nella DigiFarm","將農場島大幅擴張的外掛
／可以在數碼農場裡使用",,"팜 섬을 크게 확장하는 플러그인.
/디지팜에서 사용가능","Ein Plugin, das eine Farminsel deutlich
erweitert. /Für die Digifarm."
702,,"Un disco di espansione che aumenta di 25 gli
spazi Digimon nel DigiBanco.","將寄放在數碼銀行的數碼寶貝數量
增加25隻的擴張驅動程式",,"디지뱅크에 맡길 수 있는 디지몬을
25마리 늘려주는 확장 드라이브.","Ein Erweiterungslaufwerk für 25 weitere
Digimon-Plätze in der Digibank."
703,,"Un Kit di sviluppo che aumenta
le Isole Farm. /Utilizzabile nella DigiFarm","增加農場島島嶼數量的開發套件
／可以在數碼農場裡使用",,"팜 섬을 늘려주는 개발 키트.
/디지팜에서 사용가능","Ein Entwicklungsset für mehr Farminseln.
/Für die Digifarm."
801,,"I vivaci abiti gialli e neri di
un Cyber Detective. /Costume","有著鮮明的黃黑配色，電腦偵探私人服裝
／換裝道具",,"노란색과 검은색의 배색이 화려한 전뇌탐정의 사복
 /코스튬","Das leuchtende Gelb und Schwarz eines
Cyber-Detektivs. /Kostüm"
802,,"Prova di appartenenza al team di hacker Hudie.
/Costume","駭客隊伍．hudie一員的證明
／換裝道具",,"해커팀 후디에의 일원이라는 증표
 /코스튬","Beweis der Teamzugehörigkeit zu Hudie.
/Kostüm"
803,,"Uniforme di uno studente della Inoden High School
nella primavera della gioventù. /Costume","有著青春氣息的井之電高中學生制服
／換裝道具",,"청춘의 향기가 감도는 이노덴 고교의 교복
 /코스튬","Schuluniform der Inoden High School.
/Kostüm"
804,,"T-shirt con l'emblema del team Hudie
impresso sopra. /Costume","有著駭客隊伍「hudie」徽章的T-Shirt
／換裝道具",,"팀「후디에」의 엠블럼이
그려진 티셔츠 /코스튬","T-Shirt mit dem Hudie-Logo.
/Kostüm"
805,,"T-shirt con l'emblema del team Hudie
stampato sopra. /Costume","有著駭客隊伍「hudie」徽章的T-Shirt
／換裝道具",,"팀「후디에」의 엠블럼이
그려진 티셔츠 /코스튬","T-Shirt mit dem Hudie-Logo.
/Kostüm"
806,,"T-shirt con segni circolari
che ricordano un Cyber Detective. /Costume","以◎符號的電腦偵探為印象的T-Shirt
／換裝道具",,"◎인장으로 전뇌탐정을 이미지한 티셔츠
 /코스튬","T-Shirt mit Kreissymbolen, die an einen
Cyber-Detektiv erinnern. /Kostüm"
807,,"T-shirt con segni circolari che
ricordano un Cyber Sleuth. /Costume","以◎符號的電腦偵探為印象的T-Shirt
／換裝道具",,"◎인장으로 전뇌탐정을 이미지한 티셔츠
 /코스튬","T-Shirt mit Kreissymbolen, die an einen
Cyber-Detektiv erinnern. /Kostüm"
808,,"T-shirt traboccante dell'amore 
di Nokia verso i Digimon. /Costume","能感受到滿滿對數碼寶貝的愛，
諾奇雅顏色的T-Shirt／換裝道具",,"넘쳐흐르는 디지몬 러브가 느껴지는
노키아 컬러 티셔츠 /코스튬","T-Shirt, das Nokias Liebe für Digimon
ausdrückt. /Kostüm"
809,,"T-shirt che ti fa sentire come Jimmy KEN.
/Costume","傳達出Jimmy KEN的FEEL設計的
T-Shirt／換裝道具",,"지미KEN의 필링이 전해지는
디자인의 티셔츠 /코스튬","T-Shirt, das rockt wie Jimmy KEN.
/Kostüm"
810,,"T-shirt con la mascotte di un internet café.
/Costume","有著網路咖啡店的吉祥物的T-Shirt
／換裝道具",,"인터넷 카페의 마스코트 캐릭터가
그려진 티셔츠 /코스튬","T-Shirt mit dem Maskottchen eines
Internetcafés drauf. /Kostüm"
811,,"Una T-shirt di Agumon a pois.
/Costume","有亞古獸點陣圖的T-Shirt
／換裝道具",,"아구몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Agumon.
/Kostüm"
812,,"Una T-shirt di Gabumon con puntini.
/Costume","有加布獸點陣圖的T-Shirt
／換裝道具",,"파피몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Gabumon.
/Kostüm"
813,,"Una T-shirt di Gomamon a pois.
/Costume","有哥瑪獸點陣圖的T-Shirt
／換裝道具",,"쉬라몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Gomamon.
/Kostüm"
814,,"Una T-shirt a pois di Gatomon.
/Costume","有迪路獸點陣圖的T-Shirt
／換裝道具",,"가트몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Gatomon.
/Kostüm"
815,,"Una maglietta di Tentomon a pois.
/Costume","有甲蟲獸點陣圖的T-Shirt
／換裝道具",,"텐토몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Tentomon.
/Kostüm"
816,,"Una T-shirt a pois di Patamon.
/Costume","有巴達獸點陣圖的T-Shirt
／換裝道具",,"파닥몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Patamon.
/Kostüm"
817,,"Una T-shirt a pois di Palmon.
/Costume","有巴魯獸點陣圖的T-Shirt
／換裝道具",,"팔몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Palmon.
/Kostüm"
818,,"Una T-shirt a pois di Biyomon.
/Costume","有比丘獸點陣圖的T-Shirt
／換裝道具",,"피요몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Biyomon.
/Kostüm"
819,,"Una T-shirt alla moda che piace agli
studenti delle scuole medie. /Costume","能煽動中二心的時尚設計T-Shirt
／換裝道具",,"중2의 마음을 자극하는 티셔츠
 /코스튬","Ein modisches Shirt, das junge Schüler
anspricht. /Kostüm"
820,,"Una T-shirt alla moda che piace agli
studenti delle scuole medie. /Costume","能煽動中二心的時尚設計T-Shirt
／換裝道具",,"중2의 마음을 자극하는 티셔츠
 /코스튬","Ein modisches Shirt, das junge Schüler
anspricht. /Kostüm"
821,,"Una T-shirt alla moda decorata con
motivi a teschio. /Costume","有著帥氣骷髏設計的T-Shirt
／換裝道具",,"해골 모양이 멋진 티셔츠
 /코스튬","Ein cooles T-Shirt mit Schädelmuster.
/Kostüm"
822,,"Una T-shirt alla moda decorata 
con motivi a teschio. /Costume","有著帥氣骷髏設計的T-Shirt
／換裝道具",,"해골 모양이 멋진 티셔츠
 /코스튬","Ein cooles T-Shirt mit Schädelmuster.
/Kostüm"
823,,"Una T-shirt alla moda decorata con
motivi a teschi. /Costume","有著帥氣骷髏設計的T-Shirt
／換裝道具",,"해골 모양이 멋진 티셔츠
 /코스튬","Ein cooles T-Shirt mit Schädelmuster.
/Kostüm"
824,,"""Il gioco è vita"" dice questa T-shirt che
ti permette di fuggire dalla realtà. /Costume","寫著「遊戲才是人生」
來逃避現實的T-Shirt／換裝道具",,"「게임은 인생」이라며
현실도피 하는 티셔츠 /코스튬","Spielen ist leben – entflieh mit diesem
Shirt der Realität. /Kostüm"
825,,"Una T-shirt che porta il baccano.
/Costume","有著不斷嗨起來的設計的T-Shirt
／換裝道具",,"텐션이 마구 올라갈 것 같은 티셔츠
 /코스튬","Ein T-Shirt für ordentlich Rabatz.
/Kostüm"
826,,"Una T-shirt cibernetica che ricorda Kowloon.
/Costume","以Kowloon為印象所設計的科技感T-Shirt
／換裝道具",,"쿠롱을 이미지한 사이버 느낌의 티셔츠
 /코스튬","Ein Cyber-T-Shirt mit Kowloon-Motiv.
/Kostüm"
827,,"Una T-shirt cibernetica che ricorda Under
Kowloon. /Costume","以Under Kowloon為印象所設計的
科技感T-Shirt／換裝道具",,"언더 쿠롱을 이미지한 사이버 느낌의 티셔츠
 /코스튬","Ein Cyber-T-Shirt mit Unter-Null-Motiv.
/Kostüm"
828,,"T-shirt che sembra 
un'uniforme da basket. /Costume","以籃球球衣為印象所設計的T-Shirt
／換裝道具",,"농구 유니폼을 이미지한 티셔츠
 /코스튬","Ein Basketballtrikot.
/Kostüm"
829,,"T-shirt che assomiglia a 
un'uniforme da football. /Costume","以美式足球球衣為印象所設計的T-Shirt
／換裝道具",,"미식 축구를 이미지한 티셔츠
 /코스튬","Ein Fußballtrikot.
/Kostüm"
830,,"T-shirt che evoca lo spirito giapponese
con i suoi fiori notturni. /Costume","能從夜櫻形象感受到日本風情的T-Shirt
／換裝道具",,"밤벚꽃을 이미지한 일본의 정취가
느껴지는 티셔츠 /코스튬","Ein T-Shirt im japanischen Stil mit
Blüten in der Nacht. /Kostüm"
831,,"T-shirt che evoca lo spirito giapponese
con arte di carpe e draghi. /Costume","能從鯉魚與龍感受到日本風情的T-Shirt
／換裝道具",,"잉어와 용을 그린 일본의 정취가
느껴지는 티셔츠 /코스튬","Ein T-Shirt im japanischen Stil mit
Karpfen und Drachen. /Kostüm"
832,,"Una T-shirt alla moda che evoca l'immagine del
Team Zaxon. /Costume","以「Zaxon」為印象所設計的時髦T-Shirt
／換裝道具",,"팀「잭슨」을 이미지한
쿨한 티셔츠 /코스튬","Ein cooles T-Shirt, das an Team Zaxon
erinnert. /Kostüm"
833,,"Una T-shirt demoniaca che evoca un'immagine del
Team Demons. /Costume","以「惡魔亂舞」為印象所設計的
惡魔風T-Shirt／換裝道具",,"팀「데몬즈」를 이미지한
악마적 티셔츠 /코스튬","Ein höllisches T-Shirt, das an Team
Demons erinnert. /Kostüm"
834,,"Una T-shirt steampunk che evoca un'immagine
Team Steam Dealers. /Costume","以「蒸氣領薪族」為印象所設計的
蒸氣龐克風T-Shirt／換裝道具",,"팀「스팀리맨」을 이미지한
스팀펑크한 티셔츠 /코스튬","Ein Steampunk-T-Shirt, das an die
Steam Dealers erinnert. /Kostüm"
835,,"Una T-shirt di classe che evoca l'immagine del
Team Black Silver. /Costume","以「黑銀」為印象所設計的
沉穩風T-Shirt／換裝道具",,"팀「블랙 실버」를 이미지한
수수한 티셔츠 /코스튬","Ein schickes T-Shirt, das an Black
Silver erinnert. /Kostüm"
836,,"Una maglietta da nerd che evoca un'immagine del
Team Akiba Flannel. /Costume","以「秋葉格紋」為印象所設計的
宅宅風T-Shirt／換裝道具",,"팀「아키바 플란넬」을 이미지한
오타쿠 같은 티셔츠 /코스튬","Ein Nerd-T-Shirt, das an Akiba Flannel
erinnert. /Kostüm"
837,,"Una T-shirt pop psichedelica che evoca un'immagine
del Team Masked Maids. /Costume","以「假面女僕」為印象所設計的
賽博龐克風T-Shirt／換裝道具",,"팀「마스크 메이드」를 이미지한
사이코 팝적인 티셔츠 /코스튬","Ein Pop-Art-T-Shirt, das an die
Masked Maids erinnert. /Kostüm"
838,,"Una T-shirt alla moda che evoca l'immagine del
Team Nakano Stripes. /Costume","以「中野條紋」為印象所設計的
俐落風T-Shirt／換裝道具",,"팀「나카노 스트라이프스」를 이미지한
샤프한 티셔츠 /코스튬","Ein geometrisches T-Shirt, das an die
Nakano Stripes erinnert. /Kostüm"
839,,"Ora anche tu puoi essere un Victory Uchida!
/Costume","這樣你也能成為勝利內田了！
／換裝道具",,"이걸로 너도 빅토리한 우치다가 될 수 있다고!
 /코스튬","Damit kannst auch du Viktor Uchida sein!
/Kostüm"
840,,"T-shirt con l'emblema di Beelzemon
impressa sopra. /Costume","大膽放上墮天地獄獸徽章的T-Shirt
／換裝道具",,"베르제브몬 엠블럼을 대담하게 배치한
티셔츠 /코스튬","T-Shirt mit dem Beelzemon-Logo.
/Kostüm"
841,,"T-shirt creata per commemorare
il 15° anniversario di Digimon. /Costume","紀念數碼寶貝15週年所設計的
特別T-Shirt／換裝道具",,"디지몬 15주년을 기념해 디자인된
특별 티셔츠 /코스튬","T-Shirt zum 15-jährigen
Digimon-Jubiläum. /Kostüm"
842,,"T-shirt progettata per commemorare
il 20° anniversario di Digimon. /Costume","紀念數碼寶貝20週年所設計的
特別T-Shirt／換裝道具",,"디지몬 20주년을 기념해 디자인된
특별 티셔츠 /코스튬","T-Shirt zum 20-jährigen
Digimon-Jubiläum. /Kostüm"
843,,"T-shirt con il logo del marchio di abbigliamento maschile
del campo estivo. /Costume","有著男裝品牌「SUMMER CAMP」的
T-Shirt／換裝道具",,"남성용 브랜드「SUMMER CAMP」
로고가 들어간 티셔츠 /코스튬","T-Shirt mit dem Markenlogo für „Summer
Camp“. /Kostüm"
844,,"T-shirt con schizzi di vernice con il logo del 
marchio di abbigliamento Summer Camp. /Costume","印有男裝品牌「SUMMER CAMP」
花樣的T-Shirt／換裝道具",,"남성용 브랜드「SUMMER CAMP」
페인트 모양 티셔츠 /코스튬","Bekleckstes T-Shirt mit dem Markenlogo
für „Summer Camp“. /Kostüm"
845,,"T-shirt con Hikari Miyamoto da
Summer Lesson. /Costume","印有夏日課程的「宮本光」
圖案的T-Shirt／換裝道具",,"서머 레슨의「미야모토 히카리」가
프린트된 티셔츠 /코스튬","T-Shirt mit Hikari Miyamoto aus Summer
Lesson. /Kostüm"
901,,Registro della vita quotidiana degli Hudie.,記錄著hudie的日常,,후디에의 일상이 기록되어 있다.,Aufzeichnungen vom Alltag bei Hudie.
902,,Registro della vita quotidiana di Hudie.,記錄著hudie的日常,,후디에의 일상이 기록되어 있다.,Aufzeichnungen vom Alltag bei Hudie.
903,,Registro della vita quotidiana degli Hudie.,記錄著hudie的日常,,후디에의 일상이 기록되어 있다.,Aufzeichnungen vom Alltag bei Hudie.
904,,Registrazione della vita quotidiana degli Hudie.,記錄著hudie的日常,,후디에의 일상이 기록되어 있다.,Aufzeichnungen vom Alltag bei Hudie.
905,,Registro della vita quotidiana degli Hudie.,記錄著hudie的日常,,후디에의 일상이 기록되어 있다.,Aufzeichnungen vom Alltag bei Hudie.
906,,"Registrazione della conversazione tra
Ryuji e Kishibe.",記錄著龍司與岸部的對話,,류지와 키시베의 대화가 기록되어 있다.,"Aufzeichnung eines Gesprächs zwischen
Ryuji und Kishibe."
907,,Il ricordo di Ryuji di Arcadiamon che lo mangia.,被阿卡迪獸吞噬的龍司記憶,,알카디몬에게 먹힌 류지의 기억.,"Ryujis Erinnerung daran, wie ihn
Arkadimon gefressen hat."
908,,"Registrazione di Chitose 
che parla con i Digimon.",記錄著千歲與數碼寶貝的對話,,치토세와 디지몬의 대화가 기록되어 있다.,"Aufzeichnung eines Gesprächs zwischen
Chitose und Digimon."
909,,"Il ricordo di Yu del 
suono nella sua testa.",優與腦中聲音對話的記憶,,머릿속에서 들려오는 목소리와 대화하는 유우의 기억.,"Yus Erinnerung an die Stimme in seinem
Kopf."
910,,"Il ricordo che Yu ha 
della voce nella sua testa.",優與腦中聲音對話的記憶,,머릿속에서 들려오는 목소리와 대화하는 유우의 기억.,"Yus Erinnerung an die Stimme in seinem
Kopf."
911,,"Il ricordo di Yu della 
voce nella sua testa.",優與腦中聲音對話的記憶,,머릿속에서 들려오는 목소리와 대화하는 유우의 기억.,"Yus Erinnerung an die Stimme in seinem
Kopf."
912,,"Registro delle attività passate di Jude.
*I dati sono vecchi e parzialmente corrotti.","記錄著過去Jude的活動
※因檔案陳舊而有部分毀損",,"과거 쥬드의 활동을 기록하고 있다.
※낡은 데이터라 일부가 파손되어 있다.","Aufzeichnungen zu Aktionen von Gamma.
*Alte Daten, teilweise beschädigt."
913,,"Registro di Suedou 
a Kamishiro.",記錄著末堂在神代企業的狀況,,스에도가 카미시로에서 한 활동이 기록되어 있다.,"Aufzeichnung von Suedous Zeit bei
Kamishiro."
914,,Diario che registra i giorni passati con un amante.,記錄著與所愛之人的日常日記,,사랑하는 사람과 함께한 하루하루를 기록한 일기.,"Tagebuch über Erlebnisse mit einer
geliebten Person."
915,,Registro dei giorni con la mia persona importante.,我與重要的人的日常紀錄,,나의 소중한 사람의 매일을 적은 기록.,Aufzeichnung zu Tagen mit meinem Schatz.
916,,"Registrazione per tramandare un certo evento alla
posterità.",為將某事件流傳後世的紀錄,,어떤 사건을 후세에 전하기 위한 기록.,"Aufzeichnungen eines bestimmten
Ereignisses für die Nachwelt."
917,,"Resoconto della vita quotidiana 
in una certa scuola maschile.",記錄著某位男高中生的日常,,어느 남자고교생의 일상이 기록되어 있다.,"Aufzeichnungen zum Alltag in einer
bestimmten Schule für Jungen."
918,,"Registrazione dei ricordi 
di un certo cavaliere sacro.",記錄著某位聖騎士的思念,,어느 성기사의 마음이 기록되어 있다.,"Aufzeichnungen der Erinnerungen eines
bestimmten heiligen Ritters."
919,,Registrazione di dati sonori misteriosi.,記錄著神秘的語音資料,,수수께끼의 음성 데이터가 기록되어 있다.,Aufzeichnung geheimnisvoller Tondaten.
920,,"Cantante con un enorme appeal indie.
La canzone di successo di Jimmy KEN","獨立樂團界中有著超高人氣的歌手
JimmyKEN的熱門歌曲",,"인디즈에서 절대적인 인기를 얻은 싱어
지미KEN의 히트송.","Sänger mit besonderem Indie-Faktor.
Jimmy KENs Hit"
921,,"Qualche tipo di dato testuale registrato.
Definizioni di Hacker: A proposito degli Hacker","記錄著某種文字資料
駭客定義① 【什麼是駭客】",,"어떤 텍스트 데이터가 기록되어 있다.
해커의 정의① 【해커에 대하여】","Aufgezeichnete Textdaten.
Definitionen: Über Hacker"
922,,"Qualche tipo di dato testuale registrato.
Definizioni Hacker: A proposito dei Cracker","記錄著某種文字資料
駭客定義② 【什麼是入侵者】",,"어떤 텍스트 데이터가 기록되어 있다.
해커의 정의② 【크래커에 대하여】","Aufgezeichnete Textdaten.
Definitionen: Über Cracker"
923,,"Un qualche tipo di dato testuale registrato.
Definizioni di Hacker: Lo Sguardo di un Hacker","記錄著某種文字資料
駭客定義③ 【駭客的外表特徵】",,"어떤 텍스트 데이터가 기록되어 있다.
해커의 정의③ 【해커의 외견적 특징】","Aufgezeichnete Textdaten.
Definitionen: Zum Look eines Hackers"
924,,"Una sorta di dati testuali registrati.
Definizioni Hacker: La natura di un Hacker","記錄著某種文字資料
駭客定義④ 【駭客的性格】",,"어떤 텍스트 데이터가 기록되어 있다.
해커의 정의④ 【해커의 성격】","Aufgezeichnete Textdaten.
Definitionen: Zur Natur eines Hackers"
925,,"Qualche tipo di dato testuale registrato.
Definizioni Hacker: Informazioni sui Titoli","記錄著某種文字資料
駭客定義① 【什麼是稱號】",,"어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌① 【칭호에 대하여】","Aufgezeichnete Textdaten.
Definitionen: Über Titel"
926,,"Una sorta di dati testuali registrati.
Definizioni Hacker: Malware","記錄著某種文字資料
駭客定義② 【惡性軟體】",,"어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌② 【악성코드】","Aufgezeichnete Textdaten.
Definitionen: Schadsoftware"
927,,"Una sorta di dati di testo registrati.
Definizioni di Hacker: Firewall","記錄著某種文字資料
駭客定義③ 【防火牆】",,"어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌③ 【방화벽】","Aufgezeichnete Textdaten.
Definitionen: Firewalls"
928,,"Un qualche tipo di dato testuale registrato.
Definizioni Hacker: Backdoor","記錄著某種文字資料
駭客定義④ 【後門】",,"어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌④ 【뒷문(백도어)】","Aufgezeichnete Textdaten.
Definitionen: Hintertüren"
929,,"Qualche tipo di dato testuale registrato.
Definizioni Hacker: Bug","記錄著某種文字資料
駭客定義⑤ 【Bug】",,"어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌⑤ 【버그】","Aufgezeichnete Textdaten.
Definitionen: Fehler/Bugs"
930,,"Retrospettiva Scene Filmate
Divertiti a Chiacchierare","影片回想
享樂票券",,"무비 장면 회상
엔조이 채팅","Film-Rückblick
Enjoy Chat"
931,,"Retrospettiva di scene cinematografiche
Accesso a EDEN","影片回想
登入EDEN",,"무비 장면 회상
EDEN에 로그인","Film-Rückblick
Anmeldung bei EDEN"
932,,"Retrospettiva Scena Filmata
Presentazione di Erika","影片回想
艾莉卡登場",,"무비 장면 회상
에리카 등장","Film-Rückblick
Bekanntschaft mit Erika"
933,,"Retrospettiva della Scena del Filmato
Poi, improvvisamente, Omnimon","影片回想
奧米加獸誕生",,"무비 장면 회상
오메가몬 탄생","Film-Rückblick
Plötzlich war da Omnimon"
934,,"Retrospettiva Scene del Filmato
Il Crollo di Hudie","影片回想
hudie崩毀",,"무비 장면 회상
후디에 붕괴","Film-Rückblick
Hudies Zerfall"
935,,"Retrospettiva della scena del filmato
Ecco Arcadiamon Evoluto","影片回想
逼近的阿卡迪獸超究極體",,"무비 장면 회상
임박하는 알카디몬 초궁극체","Film-Rückblick
Da kam Ultimatives Arkadimon"
936,,"Retrospettiva Scene Filmate
Titoli di Coda","影片回想
End roll",,"무비 장면 회상
엔딩롤","Film-Rückblick
Abspann"
1001,,"Una medaglia da un Armageddemon.
Rarità: ★★★★★","滅世魔獸的獎牌
稀有度：★★★★★",,"아마게몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Armageddemon.
Seltenheit: ★★★★★"
1002,,"Una medaglia da un Icemon.
Rarità: ★★★","冰石獸的獎牌
稀有度：★★★",,"아이스몬 메달
레어리티 : ★★★","Eine Medaille von einem Icemon.
Seltenheit: ★★★"
1003,,"Una medaglia di un Aquilamon.
Rarità: ★★★","亞古拉獸的獎牌
稀有度：★★★",,"아큐라몬 메달
레어리티 : ★★★","Eine Medaille von einem Aquilamon.
Seltenheit: ★★★"
1004,,"Una medaglia di Agunimon.
Rarità: ★★★★★","火神獸的獎牌
稀有度：★★★★★",,"아그니몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Agunimon.
Seltenheit: ★★★★★"
1005,,"Una medaglia da un Agumon.
Rarità: ★★","亞古獸的獎牌
稀有度：★★",,"아구몬 메달
레어리티 : ★★","Eine Medaille von einem Agumon.
Seltenheit: ★★"
1006,,"Una medaglia da un Agumon (Nero).
Rarità: ★★","亞古獸(黑)的獎牌
稀有度：★★",,"아구몬(흑) 메달
레어리티 : ★★","Eine Medaille von einem Agumon (Schwarz).
Seltenheit: ★★"
1007,,"Una medaglia da un Esperto di Agumon.
Rarità: ★★","亞古獸博士的獎牌
稀有度：★★",,"아구몬 박사 메달
레어리티 : ★★","Eine Medaille von einem Agumon-Experte.
Seltenheit: ★★"
1008,,"Una medaglia di Asuramon.
Rarità: ★★★★","阿修羅獸的獎牌
稀有度：★★★★",,"아수라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Asuramon.
Seltenheit: ★★★★"
1009,,"Una medaglia di un Astamon.
Rarità: ★★★★","阿斯塔獸的獎牌
稀有度：★★★★",,"아스타몬 메달
레어리티 : ★★★★","Eine Medaille von einem Astamon.
Seltenheit: ★★★★"
1010,,"Una medaglia di un MegaKabuterimon.
Rarità: ★★★★","超比多獸的獎牌
稀有度：★★★★",,"아트라캅테리몬 메달
레어리티 : ★★★★","Eine Medaille von einem MegaKabuterimon.
Seltenheit: ★★★★"
1011,,"Una medaglia da un Anubismon.
Rarità: ★★★★★","阿努比斯獸的獎牌
稀有度：★★★★★",,"아누비스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Anubimon.
Seltenheit: ★★★★★"
1012,,"Una medaglia da uno Scorpiomon.
Rarità: ★★★★","亞路加獸的獎牌
稀有度：★★★★",,"스콜피오몬 메달
레어리티 : ★★★★","Eine Medaille von einem Scorpiomon.
Seltenheit: ★★★★"
1013,,"Una medaglia da un Apocalymon.
Rarità: ★★★★★","啟示錄獸的獎牌
稀有度：★★★★★",,"아포카리몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Apocalymon.
Seltenheit: ★★★★★"
1014,,"Una medaglia di Apollomon.
Rarità: ★★★★★","阿波羅獸的獎牌
稀有度：★★★★★",,"아폴로몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Apollomon.
Seltenheit: ★★★★★"
1015,,"Una medaglia da un Arcadiamon.
Rarità: ★★★★★","阿卡迪獸的獎牌
稀有度：★★★★★",,"알카디몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Arkadimon.
Seltenheit: ★★★★★"
1016,,"Una medaglia da un'Arukenimon.
Rarità: ★★★★","亞基利獸的獎牌
稀有度：★★★★",,"아라크네몬 메달
레어리티 : ★★★★","Eine Medaille von einem Arukenimon.
Seltenheit: ★★★★"
1017,,"Una medaglia di un Gargomon (Mega).
Rarità: ★★★★★","亞爾哥獸(究極體)的獎牌
稀有度：★★★★★",,"아르고몬(궁극체) 메달
레어리티 : ★★★★★","Eine Medaille von einem MegaGargomon.
Seltenheit: ★★★★★"
1018,,"Una medaglia di un Aldamon.
Rarità: ★★★★★","火龍獸的獎牌
稀有度：★★★★★",,"아르다몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Aldamon.
Seltenheit: ★★★★★"
1019,,"Una medaglia di Alphamon.
Rarità: ★★★★★★","阿爾法獸的獎牌
稀有度：★★★★★★",,"알파몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem Alphamon.
Seltenheit: ★★★★★★"
1020,,"Una medaglia da un UlforceVeedramon.
Rarità: ★★★★★★","究極V龍獸的獎牌
稀有度：★★★★★★",,"알포스브이드라몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem UlforceVeedramon.
Seltenheit: ★★★★★★"
1021,,"Una medaglia da un UlforceVeedramon x
Anti-corpo. Rarità: ★★★★★★","究極V龍獸X抗體的獎牌
稀有度：★★★★★★",,"알포스브이드라몬X항체 메달
레어리티 : ★★★★★★","Eine Medaille von einem Antikörper-
UlforceVeedramonX. Seltenheit: ★★★★★★"
1022,,"Una medaglia da un Arbormon.
Rarità: ★★★★★","聖樹獸的獎牌
稀有度：★★★★★",,"알볼몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Arbormon.
Seltenheit: ★★★★★"
1023,,"Una medaglia da un Armadillomon.
Rarità: ★★","穿山獸的獎牌
稀有度：★★",,"아르마몬 메달
레어리티 : ★★","Eine Medaille von einem Armadillomon.
Seltenheit: ★★"
1024,,"Una medaglia da un Ankylomon.
Rarità: ★★★","戰甲獸的獎牌
稀有度：★★★",,"황금아르마몬 메달
레어리티 : ★★★","Eine Medaille von einem Ankylomon.
Seltenheit: ★★★"
1025,,"Una medaglia di un Antylamon.
Rarità: ★★★","玉兔獸的獎牌
稀有度：★★★",,"안티라몬 메달
레어리티 : ★★★","Eine Medaille von einem Antylamon.
Seltenheit: ★★★"
