ID,Japanese,English,Chinese,EnglishCensored,Korean,German
659,"","Key Item 59 Info","貴重品59的說明","","소중한 것 59의 설명","Info zum Schlüsselitem 59"
660,"","Key Item 60 Info","貴重品60的說明","","소중한 것 60의 설명","Info zum Schlüsselitem 60"
661,"","Key Item 61 Info","貴重品61的說明","","소중한 것 61의 설명","Info zum Schlüsselitem 61"
662,"","Key Item 62 Info","貴重品62的說明","","소중한 것 62의 설명","Info zum Schlüsselitem 62"
663,"","Key Item 63 Info","貴重品63的說明","","소중한 것 63의 설명","Info zum Schlüsselitem 63"
664,"","Key Item 64 Info","貴重品64的說明","","소중한 것 64의 설명","Info zum Schlüsselitem 64"
665,"","Key Item 65 Info","貴重品65的說明","","소중한 것 65의 설명","Info zum Schlüsselitem 65"
666,"","Key Item 66 Info","貴重品66的說明","","소중한 것 66의 설명","Info zum Schlüsselitem 66"
667,"","Key Item 67 Info","貴重品67的說明","","소중한 것 67의 설명","Info zum Schlüsselitem 67"
668,"","Key Item 68 Info","貴重品68的說明","","소중한 것 68의 설명","Info zum Schlüsselitem 68"
669,"","Key Item 69 Info","貴重品69的說明","","소중한 것 69의 설명","Info zum Schlüsselitem 69"
670,"","Show it to Mr. Navit at the Eden entrance and
maybe he'll give you something.","給EDEN入口的NAVIT看
或許能拿到禮物……？","","EDEN 엔트런스에 있는 내빗군에게
보여주면 뭔가를 받을 수 있을지도…?","Zeige dies Herr Navit am Eingang zu EDEN, 
dann gibt er dir vielleicht etwas dafür."
671,"","My straw doll of [p].
It's really ugly.","給我的稻草人偶☆[p]
……字就算客氣也稱不上好看","","나님의 짚인형☆ [p] 군에게
…빈말로도 깔끔하다고는 할 수 없는 글씨다","Meine Strohpuppe von [p].
Sie ist äußerst hässlich."
672,"","A mysterious ticket from Mirei. I'll take it to
the confectionary store in Shinjuku.","米蕾給的神秘票券
拿去給新宿的日式點心店","","미레이에게 받은 수수께끼의 티켓.
신주쿠의 화과자점에 가져가보자","Ein mysteriöses Ticket von Mirei. Ich bringe
es zur Konditorei in Shinjuku."
673,"","Key Item 73 Info","貴重品73的說明","","소중한 것 73의 설명","Info zum Schlüsselitem 73"
674,"","Key Item 74 Info","貴重品74的說明","","소중한 것 74의 설명","Info zum Schlüsselitem 74"
675,"","Key Item 75 Info","貴重品75的說明","","소중한 것 75의 설명","Info zum Schlüsselitem 75"
676,"","Key Item 76 Info","貴重品76的說明","","소중한 것 76의 설명","Info zum Schlüsselitem 76"
677,"","Key Item 77 Info","貴重品77的說明","","소중한 것 77의 설명","Info zum Schlüsselitem 77"
678,"","Key Item 78 Info","貴重品78的說明","","소중한 것 78의 설명","Info zum Schlüsselitem 78"
679,"","Key Item 79 Info","貴重品79的說明","","소중한 것 79의 설명","Info zum Schlüsselitem 79"
680,"","Key Item 80 Info","貴重品80的說明","","소중한 것 80의 설명","Info zum Schlüsselitem 80"
681,"","Key Item 81 Info","貴重品81的說明","","소중한 것 81의 설명","Info zum Schlüsselitem 81"
682,"","Key Item 82 Info","貴重品82的說明","","소중한 것 82의 설명","Info zum Schlüsselitem 82"
683,"","Key Item 83 Info","貴重品83的說明","","소중한 것 83의 설명","Info zum Schlüsselitem 83"
684,"","Key Item 84 Info","貴重品84的說明","","소중한 것 84의 설명","Info zum Schlüsselitem 84"
685,"","Key Item 85 Info","貴重品85的說明","","소중한 것 85의 설명","Info zum Schlüsselitem 85"
686,"","Key Item 86 Info","貴重品86的說明","","소중한 것 86의 설명","Info zum Schlüsselitem 86"
687,"","Key Item 87 Info","貴重品87的說明","","소중한 것 87의 설명","Info zum Schlüsselitem 87"
688,"","Key Item 88 Info","貴重品88的說明","","소중한 것 88의 설명","Info zum Schlüsselitem 88"
689,"","Key Item 89 Info","貴重品89的說明","","소중한 것 89의 설명","Info zum Schlüsselitem 89"
690,"","Key Item 90 Info","貴重品90的說明","","소중한 것 90의 설명","Info zum Schlüsselitem 90"
691,"","Key Item 91 Info","貴重品91的說明","","소중한 것 91의 설명","Info zum Schlüsselitem 91"
692,"","Key Item 92 Info","貴重品92的說明","","소중한 것 92의 설명","Info zum Schlüsselitem 92"
693,"","Key Item 93 Info","貴重品93的說明","","소중한 것 93의 설명","Info zum Schlüsselitem 93"
694,"","Key Item 94 Info","貴重品94的說明","","소중한 것 94의 설명","Info zum Schlüsselitem 94"
695,"","Key Item 95 Info","貴重品95的說明","","소중한 것 95의 설명","Info zum Schlüsselitem 95"
696,"","Key Item 96 Info","貴重品96的說明","","소중한 것 96의 설명","Info zum Schlüsselitem 96"
697,"","Key Item 97 Info","貴重品97的說明","","소중한 것 97의 설명","Info zum Schlüsselitem 97"
698,"","Key Item 98 Info","貴重品98的說明","","소중한 것 98의 설명","Info zum Schlüsselitem 98"
699,"","Key Item 99 Info","貴重品99的說明","","소중한 것 99의 설명","Info zum Schlüsselitem 99"
700,"","Salvaged avatar data similar to
[p] from Kowloon.","和[p]相似的化身數據
從Kowloon中搶救出來的數據","","[p]와(과) 닮은 아바타 데이터
쿠롱에서 인양했다.","Geborgene Avatar-Daten. Sie ähneln
[p] aus Kowloon."
701,"","A plugin that greatly expands a
Farm Island. /Usable in the DigiFarm","將農場島大幅擴張的外掛
／可以在數碼農場裡使用","","팜 섬을 크게 확장하는 플러그인.
/디지팜에서 사용가능","Ein Plugin, das eine Farminsel deutlich
erweitert. /Für die Digifarm."
702,"","An expansion drive that increases the
Digimon spaces in the DigiBank by 25","將寄放在數碼銀行的數碼寶貝數量
增加25隻的擴張驅動程式","","디지뱅크에 맡길 수 있는 디지몬을
25마리 늘려주는 확장 드라이브.","Ein Erweiterungslaufwerk für 25 weitere
Digimon-Plätze in der Digibank."
703,"","A Development Kit that increases
Farm Islands. /Usable in the DigiFarm","增加農場島島嶼數量的開發套件
／可以在數碼農場裡使用","","팜 섬을 늘려주는 개발 키트.
/디지팜에서 사용가능","Ein Entwicklungsset für mehr Farminseln.
/Für die Digifarm."
801,"","The vibrant yellow and black clothes of 
a Cyber Sleuth. /Costume","有著鮮明的黃黑配色，電腦偵探私人服裝
／換裝道具","","노란색과 검은색의 배색이 화려한 전뇌탐정의 사복
 /코스튬","Das leuchtende Gelb und Schwarz eines
Cyber-Detektivs. /Kostüm"
802,"","Proof of belonging to hacker team Hudie.
/Costume","駭客隊伍．hudie一員的證明
／換裝道具","","해커팀 후디에의 일원이라는 증표
 /코스튬","Beweis der Teamzugehörigkeit zu Hudie.
/Kostüm"
803,"","Uniform of an Inoden High School student
in the springtime of youth. /Costume","有著青春氣息的井之電高中學生制服
／換裝道具","","청춘의 향기가 감도는 이노덴 고교의 교복
 /코스튬","Schuluniform der Inoden High School.
/Kostüm"
804,"","T-shirt with the Hudie team emblem
emblazoned on it. /Costume","有著駭客隊伍「hudie」徽章的T-Shirt
／換裝道具","","팀「후디에」의 엠블럼이
그려진 티셔츠 /코스튬","T-Shirt mit dem Hudie-Logo.
/Kostüm"
805,"","T-shirt with the Hudie team emblem
emblazoned on it. /Costume","有著駭客隊伍「hudie」徽章的T-Shirt
／換裝道具","","팀「후디에」의 엠블럼이
그려진 티셔츠 /코스튬","T-Shirt mit dem Hudie-Logo.
/Kostüm"
806,"","T-shirt with circular marks on it
reminiscent of a Cyber Sleuth. /Costume","以◎符號的電腦偵探為印象的T-Shirt
／換裝道具","","◎인장으로 전뇌탐정을 이미지한 티셔츠
 /코스튬","T-Shirt mit Kreissymbolen, die an einen
Cyber-Detektiv erinnern. /Kostüm"
807,"","T-shirt with circular marks on it
reminiscent of a Cyber Sleuth. /Costume","以◎符號的電腦偵探為印象的T-Shirt
／換裝道具","","◎인장으로 전뇌탐정을 이미지한 티셔츠
 /코스튬","T-Shirt mit Kreissymbolen, die an einen
Cyber-Detektiv erinnern. /Kostüm"
808,"","T-shirt overflowing with Nokia's love
towards Digimon. /Costume","能感受到滿滿對數碼寶貝的愛，
諾奇雅顏色的T-Shirt／換裝道具","","넘쳐흐르는 디지몬 러브가 느껴지는
노키아 컬러 티셔츠 /코스튬","T-Shirt, das Nokias Liebe für Digimon
ausdrückt. /Kostüm"
809,"","T-shirt that lets you feel like Jimmy KEN.
/Costume","傳達出Jimmy KEN的FEEL設計的
T-Shirt／換裝道具","","지미KEN의 필링이 전해지는
디자인의 티셔츠 /코스튬","T-Shirt, das rockt wie Jimmy KEN.
/Kostüm"
810,"","T-shirt with a net cafe mascot on it.
/Costume","有著網路咖啡店的吉祥物的T-Shirt
／換裝道具","","인터넷 카페의 마스코트 캐릭터가
그려진 티셔츠 /코스튬","T-Shirt mit dem Maskottchen eines
Internetcafés drauf. /Kostüm"
811,"","A dotted Agumon T-shirt.
/Costume","有亞古獸點陣圖的T-Shirt
／換裝道具","","아구몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Agumon.
/Kostüm"
812,"","A dotted Gabumon T-shirt.
/Costume","有加布獸點陣圖的T-Shirt
／換裝道具","","파피몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Gabumon.
/Kostüm"
813,"","A dotted Gomamon T-shirt.
/Costume","有哥瑪獸點陣圖的T-Shirt
／換裝道具","","쉬라몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Gomamon.
/Kostüm"
814,"","A dotted Gatomon T-shirt.
/Costume","有迪路獸點陣圖的T-Shirt
／換裝道具","","가트몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Gatomon.
/Kostüm"
815,"","A dotted Tentomon T-shirt.
/Costume","有甲蟲獸點陣圖的T-Shirt
／換裝道具","","텐토몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Tentomon.
/Kostüm"
816,"","A dotted Patamon T-shirt.
/Costume","有巴達獸點陣圖的T-Shirt
／換裝道具","","파닥몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Patamon.
/Kostüm"
817,"","A dotted Palmon T-shirt.
/Costume","有巴魯獸點陣圖的T-Shirt
／換裝道具","","팔몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Palmon.
/Kostüm"
818,"","A dotted Biyomon T-shirt.
/Costume","有比丘獸點陣圖的T-Shirt
／換裝道具","","피요몬 도트 무늬 티셔츠
 /코스튬","Gepunktetes T-Shirt mit Biyomon.
/Kostüm"
819,"","A fashionable T-shirt appealing to
junior high schoolers. /Costume","能煽動中二心的時尚設計T-Shirt
／換裝道具","","중2의 마음을 자극하는 티셔츠
 /코스튬","Ein modisches Shirt, das junge Schüler
anspricht. /Kostüm"
820,"","A fashionable T-shirt appealing to
junior high schoolers. /Costume","能煽動中二心的時尚設計T-Shirt
／換裝道具","","중2의 마음을 자극하는 티셔츠
 /코스튬","Ein modisches Shirt, das junge Schüler
anspricht. /Kostüm"
821,"","A cool T-shirt adorned with skull
patterns. /Costume","有著帥氣骷髏設計的T-Shirt
／換裝道具","","해골 모양이 멋진 티셔츠
 /코스튬","Ein cooles T-Shirt mit Schädelmuster.
/Kostüm"
822,"","A cool T-shirt adorned with skull
patterns. /Costume","有著帥氣骷髏設計的T-Shirt
／換裝道具","","해골 모양이 멋진 티셔츠
 /코스튬","Ein cooles T-Shirt mit Schädelmuster.
/Kostüm"
823,"","A cool T-shirt adorned with skull
patterns. /Costume","有著帥氣骷髏設計的T-Shirt
／換裝道具","","해골 모양이 멋진 티셔츠
 /코스튬","Ein cooles T-Shirt mit Schädelmuster.
/Kostüm"
824,"","""Game Is Life"" says this T-shirt that
lets you escape from reality. /Costume","寫著「遊戲才是人生」
來逃避現實的T-Shirt／換裝道具","","「게임은 인생」이라며
현실도피 하는 티셔츠 /코스튬","Spielen ist leben – entflieh mit diesem
Shirt der Realität. /Kostüm"
825,"","A T-shirt that brings the noise.
/Costume","有著不斷嗨起來的設計的T-Shirt
／換裝道具","","텐션이 마구 올라갈 것 같은 티셔츠
 /코스튬","Ein T-Shirt für ordentlich Rabatz.
/Kostüm"
826,"","A cyber T-shirt reminiscent of Kowloon.
/Costume","以Kowloon為印象所設計的科技感T-Shirt
／換裝道具","","쿠롱을 이미지한 사이버 느낌의 티셔츠
 /코스튬","Ein Cyber-T-Shirt mit Kowloon-Motiv.
/Kostüm"
827,"","A cyber T-shirt reminiscent of Under
Kowloon. /Costume","以Under Kowloon為印象所設計的
科技感T-Shirt／換裝道具","","언더 쿠롱을 이미지한 사이버 느낌의 티셔츠
 /코스튬","Ein Cyber-T-Shirt mit Unter-Null-Motiv.
/Kostüm"
828,"","T-shirt that looks like a basketball
uniform. /Costume","以籃球球衣為印象所設計的T-Shirt
／換裝道具","","농구 유니폼을 이미지한 티셔츠
 /코스튬","Ein Basketballtrikot.
/Kostüm"
829,"","T-shirt that looks like a football
uniform. /Costume","以美式足球球衣為印象所設計的T-Shirt
／換裝道具","","미식 축구를 이미지한 티셔츠
 /코스튬","Ein Fußballtrikot.
/Kostüm"
830,"","T-shirt evoking the Japanese spirit
with its night blossoms. /Costume","能從夜櫻形象感受到日本風情的T-Shirt
／換裝道具","","밤벚꽃을 이미지한 일본의 정취가
느껴지는 티셔츠 /코스튬","Ein T-Shirt im japanischen Stil mit
Blüten in der Nacht. /Kostüm"
831,"","T-shirt evoking the Japanese spirit
with carp and dragon art. /Costume","能從鯉魚與龍感受到日本風情的T-Shirt
／換裝道具","","잉어와 용을 그린 일본의 정취가
느껴지는 티셔츠 /코스튬","Ein T-Shirt im japanischen Stil mit
Karpfen und Drachen. /Kostüm"
832,"","A cool T-shirt conjuring an image of
Team Zaxon. /Costume","以「Zaxon」為印象所設計的時髦T-Shirt
／換裝道具","","팀「잭슨」을 이미지한
쿨한 티셔츠 /코스튬","Ein cooles T-Shirt, das an Team Zaxon
erinnert. /Kostüm"
833,"","A demonic T-shirt conjuring an image of
Team Demons. /Costume","以「惡魔亂舞」為印象所設計的
惡魔風T-Shirt／換裝道具","","팀「데몬즈」를 이미지한
악마적 티셔츠 /코스튬","Ein höllisches T-Shirt, das an Team
Demons erinnert. /Kostüm"
834,"","A steampunk T-shirt conjuring an image
Team Steam Dealers. /Costume","以「蒸氣領薪族」為印象所設計的
蒸氣龐克風T-Shirt／換裝道具","","팀「스팀리맨」을 이미지한
스팀펑크한 티셔츠 /코스튬","Ein Steampunk-T-Shirt, das an die
Steam Dealers erinnert. /Kostüm"
835,"","A stylist T-shirt conjuring an image of
Team Black Silver. /Costume","以「黑銀」為印象所設計的
沉穩風T-Shirt／換裝道具","","팀「블랙 실버」를 이미지한
수수한 티셔츠 /코스튬","Ein schickes T-Shirt, das an Black
Silver erinnert. /Kostüm"
836,"","A nerdy T-shirt conjuring an image of
Team Akiba Flannel. /Costume","以「秋葉格紋」為印象所設計的
宅宅風T-Shirt／換裝道具","","팀「아키바 플란넬」을 이미지한
오타쿠 같은 티셔츠 /코스튬","Ein Nerd-T-Shirt, das an Akiba Flannel
erinnert. /Kostüm"
837,"","A psycho pop T-shirt conjuring an image
of Team Masked Maids. /Costume","以「假面女僕」為印象所設計的
賽博龐克風T-Shirt／換裝道具","","팀「마스크 메이드」를 이미지한
사이코 팝적인 티셔츠 /코스튬","Ein Pop-Art-T-Shirt, das an die
Masked Maids erinnert. /Kostüm"
838,"","A sharp T-shirt conjuring an image of
Team Nakano Stripes. /Costume","以「中野條紋」為印象所設計的
俐落風T-Shirt／換裝道具","","팀「나카노 스트라이프스」를 이미지한
샤프한 티셔츠 /코스튬","Ein geometrisches T-Shirt, das an die
Nakano Stripes erinnert. /Kostüm"
839,"","Now you can be a Victory Uchida, too!
/Costume","這樣你也能成為勝利內田了！
／換裝道具","","이걸로 너도 빅토리한 우치다가 될 수 있다고!
 /코스튬","Damit kannst auch du Viktor Uchida sein!
/Kostüm"
840,"","T-shirt with the Beelzemon emblem 
emblazoned on it. /Costume","大膽放上墮天地獄獸徽章的T-Shirt
／換裝道具","","베르제브몬 엠블럼을 대담하게 배치한
티셔츠 /코스튬","T-Shirt mit dem Beelzemon-Logo.
/Kostüm"
841,"","T-shirt designed to commemorate
Digimon's 15th anniversary. /Costume","紀念數碼寶貝15週年所設計的
特別T-Shirt／換裝道具","","디지몬 15주년을 기념해 디자인된
특별 티셔츠 /코스튬","T-Shirt zum 15-jährigen
Digimon-Jubiläum. /Kostüm"
842,"","T-shirt designed to commemorate
Digimon's 20th anniversary. /Costume","紀念數碼寶貝20週年所設計的
特別T-Shirt／換裝道具","","디지몬 20주년을 기념해 디자인된
특별 티셔츠 /코스튬","T-Shirt zum 20-jährigen
Digimon-Jubiläum. /Kostüm"
843,"","T-shirt with the Summer Camp
menswear brand logo. /Costume","有著男裝品牌「SUMMER CAMP」的
T-Shirt／換裝道具","","남성용 브랜드「SUMMER CAMP」
로고가 들어간 티셔츠 /코스튬","T-Shirt mit dem Markenlogo für „Summer
Camp“. /Kostüm"
844,"","Paint splatter t-shirt with the Summer
Camp menswear brand logo. /Costume","印有男裝品牌「SUMMER CAMP」
花樣的T-Shirt／換裝道具","","남성용 브랜드「SUMMER CAMP」
페인트 모양 티셔츠 /코스튬","Bekleckstes T-Shirt mit dem Markenlogo
für „Summer Camp“. /Kostüm"
845,"","T-Shirt featuring Hikari Miyamoto from
Summer Lesson. /Costume","印有夏日課程的「宮本光」
圖案的T-Shirt／換裝道具","","서머 레슨의「미야모토 히카리」가
프린트된 티셔츠 /코스튬","T-Shirt mit Hikari Miyamoto aus Summer
Lesson. /Kostüm"
901,"","Record of Hudie daily life.","記錄著hudie的日常","","후디에의 일상이 기록되어 있다.","Aufzeichnungen vom Alltag bei Hudie."
902,"","Record of Hudie daily life.","記錄著hudie的日常","","후디에의 일상이 기록되어 있다.","Aufzeichnungen vom Alltag bei Hudie."
903,"","Record of Hudie daily life.","記錄著hudie的日常","","후디에의 일상이 기록되어 있다.","Aufzeichnungen vom Alltag bei Hudie."
904,"","Record of Hudie daily life.","記錄著hudie的日常","","후디에의 일상이 기록되어 있다.","Aufzeichnungen vom Alltag bei Hudie."
905,"","Record of Hudie daily life.","記錄著hudie的日常","","후디에의 일상이 기록되어 있다.","Aufzeichnungen vom Alltag bei Hudie."
906,"","Record of the conversation between
Ryuji & Kishibe.","記錄著龍司與岸部的對話","","류지와 키시베의 대화가 기록되어 있다.","Aufzeichnung eines Gesprächs zwischen
Ryuji und Kishibe."
907,"","Ryuji's memory of Arcadiamon eating him.","被阿卡迪獸吞噬的龍司記憶","","알카디몬에게 먹힌 류지의 기억.","Ryujis Erinnerung daran, wie ihn
Arkadimon gefressen hat."
908,"","Record of Chitose talking to Digimon.","記錄著千歲與數碼寶貝的對話","","치토세와 디지몬의 대화가 기록되어 있다.","Aufzeichnung eines Gesprächs zwischen
Chitose und Digimon."
909,"","Yu's memory of the voice in his head.","優與腦中聲音對話的記憶","","머릿속에서 들려오는 목소리와 대화하는 유우의 기억.","Yus Erinnerung an die Stimme in seinem
Kopf."
910,"","Yu's memory of the voice in his head.","優與腦中聲音對話的記憶","","머릿속에서 들려오는 목소리와 대화하는 유우의 기억.","Yus Erinnerung an die Stimme in seinem
Kopf."
911,"","Yu's memory of the voice in his head.","優與腦中聲音對話的記憶","","머릿속에서 들려오는 목소리와 대화하는 유우의 기억.","Yus Erinnerung an die Stimme in seinem
Kopf."
912,"","Record of Past Jude activities.
*Data is old and partially corrupted.","記錄著過去Jude的活動
※因檔案陳舊而有部分毀損","","과거 쥬드의 활동을 기록하고 있다.
※낡은 데이터라 일부가 파손되어 있다.","Aufzeichnungen zu Aktionen von Gamma.
*Alte Daten, teilweise beschädigt."
913,"","Record of Suedou at Kamishiro.","記錄著末堂在神代企業的狀況","","스에도가 카미시로에서 한 활동이 기록되어 있다.","Aufzeichnung von Suedous Zeit bei
Kamishiro."
914,"","Journal recording days with a lover.","記錄著與所愛之人的日常日記","","사랑하는 사람과 함께한 하루하루를 기록한 일기.","Tagebuch über Erlebnisse mit einer
geliebten Person."
915,"","Record of days with my important person.","我與重要的人的日常紀錄","","나의 소중한 사람의 매일을 적은 기록.","Aufzeichnung zu Tagen mit meinem Schatz."
916,"","Record to hand down a certain event to
posterity.","為將某事件流傳後世的紀錄","","어떤 사건을 후세에 전하기 위한 기록.","Aufzeichnungen eines bestimmten
Ereignisses für die Nachwelt."
917,"","Record of daily life at a certain all-
boys school.","記錄著某位男高中生的日常","","어느 남자고교생의 일상이 기록되어 있다.","Aufzeichnungen zum Alltag in einer
bestimmten Schule für Jungen."
918,"","Record of a certain holy knight's
memories.","記錄著某位聖騎士的思念","","어느 성기사의 마음이 기록되어 있다.","Aufzeichnungen der Erinnerungen eines
bestimmten heiligen Ritters."
919,"","Record of mysterious sound data.","記錄著神秘的語音資料","","수수께끼의 음성 데이터가 기록되어 있다.","Aufzeichnung geheimnisvoller Tondaten."
920,"","Singer with tremendous indie appeal.
Jimmy KEN's hit song","獨立樂團界中有著超高人氣的歌手
JimmyKEN的熱門歌曲","","인디즈에서 절대적인 인기를 얻은 싱어
지미KEN의 히트송.","Sänger mit besonderem Indie-Faktor.
Jimmy KENs Hit"
921,"","Some sort of recorded text data.
Hacker Definitions: About Hackers","記錄著某種文字資料
駭客定義① 【什麼是駭客】","","어떤 텍스트 데이터가 기록되어 있다.
해커의 정의① 【해커에 대하여】","Aufgezeichnete Textdaten.
Definitionen: Über Hacker"
922,"","Some sort of recorded text data.
Hacker Definitions: About Crackers","記錄著某種文字資料
駭客定義② 【什麼是入侵者】","","어떤 텍스트 데이터가 기록되어 있다.
해커의 정의② 【크래커에 대하여】","Aufgezeichnete Textdaten.
Definitionen: Über Cracker"
923,"","Some sort of recorded text data.
Hacker Definitions: A Hacker's Look","記錄著某種文字資料
駭客定義③ 【駭客的外表特徵】","","어떤 텍스트 데이터가 기록되어 있다.
해커의 정의③ 【해커의 외견적 특징】","Aufgezeichnete Textdaten.
Definitionen: Zum Look eines Hackers"
924,"","Some sort of recorded text data.
Hacker Definitions: A Hacker's Nature","記錄著某種文字資料
駭客定義④ 【駭客的性格】","","어떤 텍스트 데이터가 기록되어 있다.
해커의 정의④ 【해커의 성격】","Aufgezeichnete Textdaten.
Definitionen: Zur Natur eines Hackers"
925,"","Some sort of recorded text data.
Hacker Definitions: About Titles","記錄著某種文字資料
駭客定義① 【什麼是稱號】","","어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌① 【칭호에 대하여】","Aufgezeichnete Textdaten.
Definitionen: Über Titel"
926,"","Some sort of recorded text data.
Hacker Definitions: Malware","記錄著某種文字資料
駭客定義② 【惡性軟體】","","어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌② 【악성코드】","Aufgezeichnete Textdaten.
Definitionen: Schadsoftware"
927,"","Some sort of recorded text data.
Hacker Definitions: Firewalls","記錄著某種文字資料
駭客定義③ 【防火牆】","","어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌③ 【방화벽】","Aufgezeichnete Textdaten.
Definitionen: Firewalls"
928,"","Some sort of recorded text data.
Hacker Definitions: Backdoors","記錄著某種文字資料
駭客定義④ 【後門】","","어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌④ 【뒷문(백도어)】","Aufgezeichnete Textdaten.
Definitionen: Hintertüren"
929,"","Some sort of recorded text data.
Hacker Definitions: Bugs","記錄著某種文字資料
駭客定義⑤ 【Bug】","","어떤 텍스트 데이터가 기록되어 있다.
해커어 강좌⑤ 【버그】","Aufgezeichnete Textdaten.
Definitionen: Fehler/Bugs"
930,"","Movie Scene Retrospection
Enjoy Chat","影片回想
享樂票券","","무비 장면 회상
엔조이 채팅","Film-Rückblick
Enjoy Chat"
931,"","Movie Scene Retrospection
Logging into EDEN","影片回想
登入EDEN","","무비 장면 회상
EDEN에 로그인","Film-Rückblick
Anmeldung bei EDEN"
932,"","Movie Scene Retrospection
Introducing Erika","影片回想
艾莉卡登場","","무비 장면 회상
에리카 등장","Film-Rückblick
Bekanntschaft mit Erika"
933,"","Movie Scene Retrospection
Then Suddenly, Omnimon","影片回想
奧米加獸誕生","","무비 장면 회상
오메가몬 탄생","Film-Rückblick
Plötzlich war da Omnimon"
934,"","Movie Scene Retrospection
Hudie's Collapse","影片回想
hudie崩毀","","무비 장면 회상
후디에 붕괴","Film-Rückblick
Hudies Zerfall"
935,"","Movie Scene Retrospection
Along Came Arcadiamon Ultra","影片回想
逼近的阿卡迪獸超究極體","","무비 장면 회상
임박하는 알카디몬 초궁극체","Film-Rückblick
Da kam Ultimatives Arkadimon"
936,"","Movie Scene Retrospection
End Credits","影片回想
End roll","","무비 장면 회상
엔딩롤","Film-Rückblick
Abspann"
1001,"","A medal from an Armageddemon.
Rarity: ★★★★★","滅世魔獸的獎牌
稀有度：★★★★★","","아마게몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Armageddemon.
Seltenheit: ★★★★★"
1002,"","A medal from an Icemon.
Rarity: ★★★","冰石獸的獎牌
稀有度：★★★","","아이스몬 메달
레어리티 : ★★★","Eine Medaille von einem Icemon.
Seltenheit: ★★★"
1003,"","A medal from an Aquilamon.
Rarity: ★★★","亞古拉獸的獎牌
稀有度：★★★","","아큐라몬 메달
레어리티 : ★★★","Eine Medaille von einem Aquilamon.
Seltenheit: ★★★"
1004,"","A medal from an Agunimon.
Rarity: ★★★★★","火神獸的獎牌
稀有度：★★★★★","","아그니몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Agunimon.
Seltenheit: ★★★★★"
1005,"","A medal from an Agumon.
Rarity: ★★","亞古獸的獎牌
稀有度：★★","","아구몬 메달
레어리티 : ★★","Eine Medaille von einem Agumon.
Seltenheit: ★★"
1006,"","A medal from an Agumon (Blk).
Rarity: ★★","亞古獸(黑)的獎牌
稀有度：★★","","아구몬(흑) 메달
레어리티 : ★★","Eine Medaille von einem Agumon (Schwarz).
Seltenheit: ★★"
1007,"","A medal from an Agumon Expert.
Rarity: ★★","亞古獸博士的獎牌
稀有度：★★","","아구몬 박사 메달
레어리티 : ★★","Eine Medaille von einem Agumon-Experte.
Seltenheit: ★★"
1008,"","A medal from an Asuramon.
Rarity: ★★★★","阿修羅獸的獎牌
稀有度：★★★★","","아수라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Asuramon.
Seltenheit: ★★★★"
1009,"","A medal from an Astamon.
Rarity: ★★★★","阿斯塔獸的獎牌
稀有度：★★★★","","아스타몬 메달
레어리티 : ★★★★","Eine Medaille von einem Astamon.
Seltenheit: ★★★★"
1010,"","A medal from a MegaKabuterimon.
Rarity: ★★★★","超比多獸的獎牌
稀有度：★★★★","","아트라캅테리몬 메달
레어리티 : ★★★★","Eine Medaille von einem MegaKabuterimon.
Seltenheit: ★★★★"
1011,"","A medal from an Anubismon.
Rarity: ★★★★★","阿努比斯獸的獎牌
稀有度：★★★★★","","아누비스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Anubimon.
Seltenheit: ★★★★★"
1012,"","A medal from a Scorpiomon.
Rarity: ★★★★","亞路加獸的獎牌
稀有度：★★★★","","스콜피오몬 메달
레어리티 : ★★★★","Eine Medaille von einem Scorpiomon.
Seltenheit: ★★★★"
1013,"","A medal from an Apocalymon.
Rarity: ★★★★★","啟示錄獸的獎牌
稀有度：★★★★★","","아포카리몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Apocalymon.
Seltenheit: ★★★★★"
1014,"","A medal from an Apollomon.
Rarity: ★★★★★","阿波羅獸的獎牌
稀有度：★★★★★","","아폴로몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Apollomon.
Seltenheit: ★★★★★"
1015,"","A medal from an Arcadiamon.
Rarity: ★★★★★","阿卡迪獸的獎牌
稀有度：★★★★★","","알카디몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Arkadimon.
Seltenheit: ★★★★★"
